"sample","predicted_class","top_class_probability","cpg","sample_beta","eps","p_plus","p_minus","dp_dx","abs_dp_dx","local_effect_for_eps","direction"
"SPL-DU-00014","ONB",0.713,"cg13340765",0.306422122874285,0.02,0.712978553252431,0.712940647024112,0.000947655707969618,0.000947655707969618,1.89531141593924e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg05950157",0.306422122874285,0.02,0.712978518719532,0.712940678693793,0.00094600064347583,0.00094600064347583,1.89200128695166e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg04382396",0.954329300066161,0.02,0.712978376629988,0.712940815275531,0.000939033861424575,0.000939033861424575,1.87806772284915e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg07486474",0.0328880868085767,0.02,0.712977916089411,0.712941295841241,0.000915506204254845,0.000915506204254845,1.83101240850969e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg23402467",0.865519281352521,0.02,0.712977380136246,0.712941814123989,0.000889150306426777,0.000889150306426777,1.77830061285355e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg10257302",0.306422122874285,0.02,0.712941872406533,0.712977321881601,-0.00088623687670708,0.00088623687670708,1.77247375341416e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg25650964",0.877131595667132,0.02,0.712977150139087,0.71294204428783,0.000877646281444155,0.000877646281444155,1.75529256288831e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg18020955",0.306422122874285,0.02,0.712942071687572,0.712977128227886,-0.00087641350786094,0.00087641350786094,1.75282701572188e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg12498801",0.306422122874285,0.02,0.712976832686407,0.712942362313945,0.00086175931154897,0.00086175931154897,1.72351862309794e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg14503441",0.306422122874285,0.02,0.712976723103592,0.712942470833431,0.000856306754007385,0.000856306754007385,1.71261350801477e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg09571972",0.719133477213962,0.02,0.712976641512986,0.71294256077645,0.00085201841341087,0.00085201841341087,1.70403682682174e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg02019444",0.306422122874285,0.02,0.712976558452721,0.712942634503856,0.000848098721611955,0.000848098721611955,1.69619744322391e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg17433211",0.866203216748232,0.02,0.712975705994353,0.712943486368048,0.000805490657623808,0.000805490657623808,1.61098131524762e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg16721321",0.0895778784625489,0.02,0.712943553199428,0.712975639303862,-0.000802152610857032,0.000802152610857032,1.60430522171406e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg15703970",0.811621480909389,0.02,0.71297558757683,0.71294360784268,0.00079949335377305,0.00079949335377305,1.5989867075461e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg02311374",0.306422122874285,0.02,0.712975475472077,0.712943727807543,0.000793691613359958,0.000793691613359958,1.58738322671992e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg04865531",0.306422122874285,0.02,0.712975060030061,0.712944130889296,0.00077322851913808,0.00077322851913808,1.54645703827616e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg14757228",0.306422122874285,0.02,0.712974888875017,0.71294431534971,0.000764338132669406,0.000764338132669406,1.52867626533881e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00014","ONB",0.713,"cg22663389",0.696428218346689,0.02,0.712974677266155,0.712944519938189,0.000753933199143519,0.000753933199143519,1.50786639828704e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg24876960",0.058052006997101,0.02,0.614149214476004,0.614458275268723,-0.00772651981796324,0.00772651981796324,0.000154530396359265,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg03543448",0.92351159720893,0.02,0.614416066153723,0.614191450431823,0.00561539304751168,0.00561539304751168,0.000112307860950234,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg04205664",0.848128062660481,0.02,0.614202053286878,0.614405466340257,-0.00508532633446967,0.00508532633446967,0.000101706526689393,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg25009327",0.863330134422593,0.02,0.614204287794367,0.614403241566341,-0.00497384429935243,0.00497384429935243,9.94768859870487e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg02719245",0.0540816179607394,0.02,0.614205701318683,0.614401799632729,-0.00490245785112753,0.00490245785112753,9.80491570225506e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg24365464",0.0697217640136369,0.02,0.614208571399265,0.614398996817191,-0.00476063544816996,0.00476063544816996,9.52127089633992e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg18701481",0.052615718386238,0.02,0.61420938291073,0.614398184369968,-0.00472003648095409,0.00472003648095409,9.44007296190819e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg27143688",0.510736101334371,0.02,0.614396085924025,0.61421143370569,0.00461630545836866,0.00461630545836866,9.23261091673732e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg18803147",0.510736101334371,0.02,0.614393705058739,0.614213862497784,0.00449606402387892,0.00449606402387892,8.99212804775783e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg13736514",0.608024304479073,0.02,0.614215963097334,0.614391608032334,-0.00439112337501102,0.00439112337501102,8.78224675002203e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg00631329",0.536051247703717,0.02,0.614221911038419,0.614385623175835,-0.00409280343539875,0.00409280343539875,8.1856068707975e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg14239111",0.510736101334371,0.02,0.614385382075903,0.614222109603025,0.00408181182194877,0.00408181182194877,8.16362364389755e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg12777520",0.831977382980288,0.02,0.614385056719537,0.614222496514397,0.00406400512849847,0.00406400512849847,8.12801025699694e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg15703970",0.631198931758534,0.02,0.614382261073969,0.614225297328163,0.00392409364515233,0.00392409364515233,7.84818729030467e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg27501759",0.302124932498761,0.02,0.614225683524608,0.614381841905789,-0.00390395952953315,0.00390395952953315,7.8079190590663e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg08891071",0.462273294042202,0.02,0.614225996440354,0.614381566628012,-0.00388925469146095,0.00388925469146095,7.7785093829219e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg18448746",0.510736101334371,0.02,0.614379872479294,0.614227609462088,0.00380657543015694,0.00380657543015694,7.61315086031388e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg04546413",0.693188040172909,0.02,0.614379353285989,0.614228206982304,0.00377865759213225,0.00377865759213225,7.5573151842645e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg14601621",0.443851985703415,0.02,0.614379298675794,0.614228270410535,0.00377570663148141,0.00377570663148141,7.55141326296282e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg00456343",0.510736101334371,0.02,0.61437557027666,0.614231948132009,0.00359055361627558,0.00359055361627558,7.18110723255116e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg07776993",0.665026336860338,0.02,0.614374137214298,0.614233378380054,0.00351897085610619,0.00351897085610619,7.03794171221239e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg04382396",0.565813556559304,0.02,0.614372341016791,0.614235231065305,0.00342774878716589,0.00342774878716589,6.85549757433179e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg23548201",0.510736101334371,0.02,0.61423749010791,0.614370066876625,-0.00331441921785913,0.00331441921785913,6.62883843571826e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg12539796",0.510736101334371,0.02,0.614237996115982,0.614369541161948,-0.00328862614912828,0.00328862614912828,6.57725229825656e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00015","Unknown",0.6143,"cg03871124",0.510736101334371,0.02,0.614238714626332,0.61436885388281,-0.00325348141196335,0.00325348141196335,6.5069628239267e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg24876960",0.0431168181720833,0.02,0.576123351658226,0.575981447215247,0.00354761107446144,0.00354761107446144,7.09522214892288e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg14239111",0.562390033946682,0.02,0.576004496557323,0.576100339973022,-0.00239608539246982,0.00239608539246982,4.79217078493965e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg18803147",0.806391624778077,0.02,0.576005507833081,0.576099242531695,-0.00234336746535724,0.00234336746535724,4.68673493071447e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg03543448",0.866798678029129,0.02,0.576005661871236,0.576099136379382,-0.00233686270365851,0.00233686270365851,4.67372540731703e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg25009327",0.562390033946682,0.02,0.576097257847994,0.5760075330432,0.0022431201198575,0.0022431201198575,4.486240239715e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg04205664",0.912292915696192,0.02,0.576097044258865,0.576007756163401,0.00223220238658728,0.00223220238658728,4.46440477317455e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg08891071",0.259033643982299,0.02,0.576096893783587,0.576007868938304,0.0022256211320848,0.0022256211320848,4.4512422641696e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg27143688",0.562390033946682,0.02,0.576009329486646,0.576095474368581,-0.00215362204835923,0.00215362204835923,4.30724409671845e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg19429281",0.0507533888160699,0.02,0.576094675541388,0.576010101920643,0.00211434051863579,0.00211434051863579,4.22868103727159e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg15703970",0.26771978032097,0.02,0.576010123671252,0.576094643597976,-0.00211299816808008,0.00211299816808008,4.22599633616016e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg24365464",0.0454725744689433,0.02,0.576093698535364,0.576011052352167,0.00206615457992165,0.00206615457992165,4.1323091598433e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg12539796",0.920426894688015,0.02,0.57609230855319,0.576012483382549,0.00199562926601615,0.00199562926601615,3.9912585320323e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg02719245",0.0676374213364213,0.02,0.576092230145485,0.576012592112575,0.0019909508227528,0.0019909508227528,3.9819016455056e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg18691800",0.0270664481574681,0.02,0.576091790165977,0.576013095346571,0.00196737048514251,0.00196737048514251,3.93474097028501e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg12777520",0.884779890753768,0.02,0.576013054504756,0.576091716856673,-0.00196655879792506,0.00196655879792506,3.93311759585013e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg14087921",0.562390033946682,0.02,0.576013106614206,0.576091729330913,-0.00196556791767222,0.00196556791767222,3.93113583534443e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg18701481",0.0782468115103237,0.02,0.576091438318361,0.576013313619075,0.00195311748214522,0.00195311748214522,3.90623496429043e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg07776993",0.113626822805644,0.02,0.576013558693683,0.576091257642052,-0.00194247370924883,0.00194247370924883,3.88494741849765e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg14601621",0.178130859443838,0.02,0.576014087030086,0.576090670024555,-0.00191457486172497,0.00191457486172497,3.82914972344994e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg04546413",0.940189076573943,0.02,0.576014386625962,0.576090377737976,-0.00189977780032657,0.00189977780032657,3.79955560065314e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg27501759",0.755041513427132,0.02,0.576089484744636,0.576015319032212,0.00185414281061724,0.00185414281061724,3.70828562123448e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg08317738",0.562390033946682,0.02,0.57601590709641,0.576088874788624,-0.00182419230535247,0.00182419230535247,3.64838461070493e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg26256223",0.562390033946682,0.02,0.576016784742558,0.576088030168935,-0.00178113565942051,0.00178113565942051,3.56227131884101e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg00456343",0.562390033946682,0.02,0.576017551415049,0.576087260628384,-0.00174273033339278,0.00174273033339278,3.48546066678556e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00016","MELA",0.5761,"cg24794228",0.0504461965572839,0.02,0.576086179347708,0.576018585955355,0.00168983480882123,0.00168983480882123,3.37966961764247e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg18147606",0.192600541187826,0.02,0.842140425271815,0.84216933924354,-0.000722849293119388,0.000722849293119388,1.44569858623878e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg02583740",0.81001660599675,0.02,0.842143778692711,0.842165991719163,-0.000555325661283356,0.000555325661283356,1.11065132256671e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg04781796",0.874525226962383,0.02,0.842145173195747,0.842164589796193,-0.000485415011128309,0.000485415011128309,9.70830022256618e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg04096619",0.93132059223074,0.02,0.842145785373083,0.842163983162782,-0.000454944742486751,0.000454944742486751,9.09889484973502e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg26199445",0.275429798027502,0.02,0.842146088859704,0.842163688422154,-0.000439989061237766,0.000439989061237766,8.79978122475533e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg01980591",0.919301522481865,0.02,0.842146100758398,0.84216367184105,-0.000439277066294208,0.000439277066294208,8.78554132588415e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg14503441",0.12741251357633,0.02,0.842146191470888,0.842163574416424,-0.000434573638388724,0.000434573638388724,8.69147276777449e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg02311374",0.947056041053819,0.02,0.842146373344562,0.842163401817634,-0.000425711826793073,0.000425711826793073,8.51423653586147e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg23548201",0.426667763318429,0.02,0.842163275402785,0.842146493317482,0.000419552132585598,0.000419552132585598,8.39104265171197e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg20174636",0.0356688242292391,0.02,0.842146568568222,0.842163221233627,-0.000416316635112879,0.000416316635112879,8.32633270225758e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg13930261",0.426667763318429,0.02,0.842146589725291,0.842163183102476,-0.000414834429612875,0.000414834429612875,8.29668859225751e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg02589685",0.122780019636037,0.02,0.842146641447021,0.842163128342872,-0.000412172396282995,0.000412172396282995,8.2434479256599e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg12777520",0.426667763318429,0.02,0.842146910816824,0.842162858129867,-0.000398682826066587,0.000398682826066587,7.97365652133174e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg17227257",0.426667763318429,0.02,0.842162693850501,0.842147081813725,0.000390300919408948,0.000390300919408948,7.80601838817895e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg26075184",0.15402178789771,0.02,0.842147179220149,0.842162590083238,-0.000385271577230118,0.000385271577230118,7.70543154460235e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg03532263",0.426667763318429,0.02,0.842162519082261,0.842147254527478,0.000381613869576691,0.000381613869576691,7.63227739153382e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg19767548",0.680958948641302,0.02,0.84216226068602,0.842147503132347,0.000368938841827093,0.000368938841827093,7.37877683654186e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg09047573",0.116798327721275,0.02,0.842147740262986,0.842162028427314,-0.000357204108197839,0.000357204108197839,7.14408216395679e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg10257302",0.923212671526791,0.02,0.842161984981392,0.84214778172497,0.000355081410549629,0.000355081410549629,7.10162821099258e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg16400350",0.426667763318429,0.02,0.842161914283762,0.842147854781374,0.00035148755969383,0.00035148755969383,7.0297511938766e-06,"increasing_beta_increases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg00059246",0.182945470071512,0.02,0.842147906830016,0.842161856774729,-0.000348748617831629,0.000348748617831629,6.97497235663258e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg19535896",0.426667763318429,0.02,0.842147947283332,0.84216181956861,-0.000346807131951232,0.000346807131951232,6.93614263902464e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg04819096",0.21454850961033,0.02,0.842147961169422,0.842161819427476,-0.000346456451352784,0.000346456451352784,6.92912902705567e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg05638439",0.969979858312517,0.02,0.842147960984896,0.842161810221376,-0.000346230911996148,0.000346230911996148,6.92461823992296e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00020","NEC-like SMARCA4 ARID1A",0.8422,"cg06843889",0.123956613240626,0.02,0.842148011408548,0.842161772810256,-0.00034403504268754,0.00034403504268754,6.88070085375081e-06,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg25840318",0.431692801741943,0.02,0.809757416691214,0.809840391527394,-0.00207437090451734,0.00207437090451734,4.14874180903468e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg02719245",0.0703380495946168,0.02,0.809837155248085,0.809760660512217,0.00191236839671705,0.00191236839671705,3.82473679343409e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg20803293",0.392882160380743,0.02,0.809835674521927,0.80976210311403,0.00183928519742749,0.00183928519742749,3.67857039485497e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg08101036",0.0332685881658104,0.02,0.809833361894528,0.809764428615135,0.00172333198483754,0.00172333198483754,3.44666396967508e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg27143688",0.392882160380743,0.02,0.809765556296524,0.809832254143743,-0.00166744618047831,0.00166744618047831,3.33489236095663e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg22343728",0.735360313295098,0.02,0.80983126809615,0.809766540465541,0.00161819076524017,0.00161819076524017,3.23638153048033e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg09782540",0.806893438263373,0.02,0.809830537349253,0.809767252597467,0.00158211879466574,0.00158211879466574,3.16423758933148e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg08818984",0.820342521658237,0.02,0.809767599182197,0.809830210860124,-0.00156529194818566,0.00156529194818566,3.13058389637133e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg04329125",0.922327062410089,0.02,0.809769501093519,0.809828298647899,-0.00146993885949409,0.00146993885949409,2.93987771898818e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg00921266",0.0382848763885565,0.02,0.809828267619119,0.809769522450375,0.00146862921859836,0.00146862921859836,2.93725843719672e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg11969330",0.392882160380743,0.02,0.809828153638101,0.809769635250281,0.00146295969550014,0.00146295969550014,2.92591939100028e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg14642259",0.0599208030773786,0.02,0.809770117422965,0.809827664860674,-0.001438685942734,0.001438685942734,2.87737188546799e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg03204678",0.706060655236385,0.02,0.809827063514986,0.80977074429416,0.00140798052065127,0.00140798052065127,2.81596104130255e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg21986027",0.616489675582022,0.02,0.809826263788847,0.80977153484679,0.00136822355142618,0.00136822355142618,2.73644710285237e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg03543448",0.814665791982167,0.02,0.809773327334046,0.809824486640432,-0.0012789826596471,0.0012789826596471,2.5579653192942e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg09530810",0.801523143623824,0.02,0.809823999821159,0.809773794486528,0.00125513336576288,0.00125513336576288,2.51026673152577e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg16877681",0.149863130631604,0.02,0.809774040185802,0.809823772247274,-0.00124330153679908,0.00124330153679908,2.48660307359816e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg26256223",0.392882160380743,0.02,0.809823772576657,0.809774046906964,0.00124314174231865,0.00124314174231865,2.48628348463731e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg02630214",0.841840174111715,0.02,0.809774568144375,0.809823245597309,-0.00121693632336162,0.00121693632336162,2.43387264672323e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg07515565",0.153582659656547,0.02,0.809774587602049,0.809823209136626,-0.00121553836442412,0.00121553836442412,2.43107672884824e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg11090364",0.0949867029221161,0.02,0.809822075504601,0.809775736607884,0.00115847241793365,0.00115847241793365,2.31694483586731e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg24365464",0.174079271589607,0.02,0.809822029614865,0.809775759647591,0.00115674918185482,0.00115674918185482,2.31349836370964e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg24292703",0.859659615652353,0.02,0.809821601593267,0.809776183360389,0.00113545582193508,0.00113545582193508,2.27091164387016e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg03027241",0.100620140014126,0.02,0.809821558924441,0.809776232557549,0.0011331591722924,0.0011331591722924,2.26631834458479e-05,"increasing_beta_increases_top_prob"
"SPL-DU-00021","SCC",0.8098,"cg25425140",0.738766170703156,0.02,0.809776306582385,0.809821511030897,-0.00113011121279649,0.00113011121279649,2.26022242559298e-05,"increasing_beta_decreases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg02086195",0.366949399832505,0.02,0.566986426956963,0.567478819338249,-0.0123098095321683,0.0123098095321683,0.000246196190643366,"increasing_beta_decreases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg25009327",0.541164675234821,0.02,0.567010376882914,0.567454894521351,-0.0111129409609223,0.0111129409609223,0.000222258819218446,"increasing_beta_decreases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg03543448",0.878522432506072,0.02,0.567443840598038,0.567021431035703,0.0105602390583687,0.0105602390583687,0.000211204781167373,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg25840318",0.661508841666204,0.02,0.567442429295346,0.567022836240462,0.0104898263721176,0.0104898263721176,0.000209796527442352,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg01980591",0.964323469125439,0.02,0.567432374398173,0.567032909287111,0.009986627776562,0.009986627776562,0.00019973255553124,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg13343687",0.754879627277208,0.02,0.567056556374272,0.56740876212801,-0.00880514384347108,0.00880514384347108,0.000176102876869422,"increasing_beta_decreases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg13656404",0.32449077066438,0.02,0.567407769422761,0.56705751336238,0.00875640150951317,0.00875640150951317,0.000175128030190263,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg24876960",0.638476675167776,0.02,0.567059957771522,0.567405320623358,-0.00863407129589876,0.00863407129589876,0.000172681425917975,"increasing_beta_decreases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg17953716",0.792150086453554,0.02,0.567075307618232,0.567389988327808,-0.00786701773939912,0.00786701773939912,0.000157340354787982,"increasing_beta_decreases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg14757228",0.541164675234821,0.02,0.567389019415639,0.567076273626205,0.00781864473585191,0.00781864473585191,0.000156372894717038,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg14531663",0.525324579599597,0.02,0.567387198544865,0.567078066362188,0.00772830456691464,0.00772830456691464,0.000154566091338293,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg02792168",0.872993532636425,0.02,0.567383125830412,0.567082173557331,0.00752380682702002,0.00752380682702002,0.0001504761365404,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg04029027",0.444794106549541,0.02,0.567374149143485,0.567091178859129,0.00707425710889386,0.00707425710889386,0.000141485142177877,"increasing_beta_increases_top_prob"
"SPL-DU-00022","Unknown",0.5672,"cg14642259",0.0999167572851302,0.02,0.567373342954823,0.567091986244482,0.00703391775851991,0.00703391775851991,0.000140678355170398,"increasing_beta_increases_top_prob"
